,Source1,Source2,Weight
274,PvP,MassivelyMultiplayer,8
275,PvP,PvE,6
276,PvP,Adventure,10
277,PvP,OpenWorld,9
278,PvP,Atmospheric,6
279,PvP,Singleplayer,7
280,PvP,Exploration,6
281,Competitive,Multiplayer,11
282,Competitive,Team-Based,7
283,Competitive,Simulation,6
284,First-Person,Difficult,6
285,First-Person,Multiplayer,31
286,First-Person,Tactical,8
287,First-Person,Team-Based,8
288,First-Person,Simulation,14
289,First-Person,EarlyAccess,10
290,First-Person,Stealth,8
291,First-Person,Survival,17
292,First-Person,ThirdPerson,8
293,First-Person,Singleplayer,24
294,First-Person,Mature,6
295,First-Person,StoryRich,11
296,First-Person,Post-apocalyptic,6
297,First-Person,Violent,6
298,First-Person,GreatSoundtrack,13
299,First-Person,Adventure,23
300,First-Person,Gore,10
301,First-Person,Sci-fi,14
302,First-Person,Atmospheric,20
303,First-Person,Horror,13
304,First-Person,Funny,7
305,First-Person,OpenWorld,23
306,First-Person,Sandbox,16
307,First-Person,CharacterCustomization,6
308,First-Person,Exploration,10
309,First-Person,RPG,8
310,First-Person,Indie,9
311,First-Person,SurvivalHorror,6
312,First-Person,Crafting,8
313,First-Person,OpenWorldSurvivalCraft,8
314,First-Person,Zombies,6
315,Difficult,Multiplayer,17
316,Difficult,Team-Based,7
317,Difficult,ThirdPerson,8
318,Difficult,Singleplayer,12
319,Difficult,StoryRich,7
320,Difficult,Violent,6
321,Difficult,GreatSoundtrack,9
322,Difficult,Adventure,10
323,Difficult,Gore,6
324,Difficult,Atmospheric,13
325,Difficult,Horror,7
326,Difficult,CharacterCustomization,6
327,Difficult,ActionRPG,6
328,Difficult,OpenWorld,7
329,Difficult,ReplayValue,6
330,Difficult,RPG,8
331,Difficult,Indie,6
332,Multiplayer,Tactical,15
333,Multiplayer,Team-Based,14
334,Multiplayer,Simulation,34
335,Multiplayer,EarlyAccess,10
336,Multiplayer,Stealth,7
337,Multiplayer,Third-PersonShooter,9
338,Multiplayer,Survival,20
339,Multiplayer,ThirdPerson,17
340,Multiplayer,Casual,15
341,Multiplayer,Funny,13
342,Multiplayer,LocalMultiplayer,6
343,Multiplayer,Sci-fi,12
344,Multiplayer,Space,6
345,Multiplayer,Singleplayer,53
346,Multiplayer,StoryRich,15
347,Multiplayer,Post-apocalyptic,6
348,Multiplayer,Violent,9
349,Multiplayer,GreatSoundtrack,24
350,Multiplayer,Adventure,39
351,Multiplayer,Gore,13
352,Multiplayer,Atmospheric,29
353,Multiplayer,Horror,13
354,Multiplayer,Comedy,7
355,Multiplayer,OpenWorld,36
356,Multiplayer,Sandbox,25
357,Multiplayer,CharacterCustomization,15
358,Multiplayer,ActionRPG,8
359,Multiplayer,Fantasy,11
360,Multiplayer,MMORPG,8
361,Multiplayer,Exploration,16
362,Multiplayer,ReplayValue,10
363,Multiplayer,RPG,24
364,Multiplayer,RTS,8
365,Multiplayer,FreetoPlay,11
366,Multiplayer,Cute,6
367,Multiplayer,FamilyFriendly,8
368,Multiplayer,Indie,16
369,Multiplayer,MassivelyMultiplayer,14
370,Multiplayer,Controller,10
371,Multiplayer,3D,6
372,Multiplayer,PvE,8
373,Multiplayer,Loot,7
374,Multiplayer,Historical,9
375,Multiplayer,VR,6
376,Multiplayer,Building,10
377,Multiplayer,GrandStrategy,7
378,Multiplayer,Management,10
379,Multiplayer,SurvivalHorror,7
380,Multiplayer,Economy,6
381,Multiplayer,BaseBuilding,7
382,Multiplayer,Crafting,11
383,Multiplayer,OpenWorldSurvivalCraft,10
384,Multiplayer,Relaxing,7
385,Multiplayer,Zombies,6
386,Tactical,Team-Based,9
387,Tactical,Simulation,6
388,Tactical,Singleplayer,7
389,Simulation,EarlyAccess,6
390,Simulation,Survival,9
391,Simulation,CharacterCustomization,6
392,Simulation,FreetoPlay,6
393,Simulation,RPG,6
394,Simulation,Singleplayer,28
395,Simulation,GreatSoundtrack,10
396,Simulation,Adventure,14
397,Simulation,OpenWorld,18
398,Simulation,Sandbox,21
399,Simulation,Historical,7
400,Simulation,Building,10
401,Simulation,GrandStrategy,6
402,Simulation,Management,12
403,Simulation,Atmospheric,10
404,Simulation,Economy,7
405,Simulation,MassivelyMultiplayer,6
406,Simulation,Sci-fi,6
407,Simulation,Exploration,6
408,Simulation,Casual,11
409,Simulation,Relaxing,7
410,Simulation,FamilyFriendly,7
411,Simulation,Indie,10
412,Simulation,Controller,6
413,Simulation,Crafting,6
414,EarlyAccess,Survival,9
415,EarlyAccess,Singleplayer,10
416,EarlyAccess,Adventure,7
417,EarlyAccess,OpenWorld,8
418,EarlyAccess,Sandbox,8
419,EarlyAccess,Indie,8
420,EarlyAccess,Crafting,6
421,EarlyAccess,OpenWorldSurvivalCraft,6
422,Stealth,Survival,6
423,Stealth,ThirdPerson,6
424,Stealth,Atmospheric,7
425,Stealth,StoryRich,7
426,Stealth,Adventure,6
427,Stealth,OpenWorld,8
428,Third-PersonShooter,ThirdPerson,8
429,Third-PersonShooter,Singleplayer,8
430,Survival,Sci-fi,9
431,Survival,SurvivalHorror,6
432,Survival,Gore,6
433,Survival,Atmospheric,12
434,Survival,Horror,10
435,Survival,Singleplayer,15
436,Survival,Building,8
437,Survival,BaseBuilding,6
438,Survival,Adventure,15
439,Survival,OpenWorld,18
440,Survival,Indie,10
441,Survival,Sandbox,14
442,Survival,Crafting,10
443,Survival,OpenWorldSurvivalCraft,11
444,Survival,RPG,7
445,Survival,Post-apocalyptic,7
446,Survival,Exploration,11
447,ThirdPerson,Singleplayer,18
448,ThirdPerson,GreatSoundtrack,13
449,ThirdPerson,Adventure,18
450,ThirdPerson,OpenWorld,16
451,ThirdPerson,Sandbox,6
452,ThirdPerson,Atmospheric,14
453,ThirdPerson,CharacterCustomization,8
454,ThirdPerson,ActionRPG,8
455,ThirdPerson,Fantasy,6
456,ThirdPerson,Exploration,8
457,ThirdPerson,RPG,15
458,ThirdPerson,StoryRich,12
459,Casual,Funny,8
460,Casual,FamilyFriendly,7
461,Casual,Indie,6
462,Casual,Adventure,6
463,Casual,Singleplayer,10
464,Casual,Sandbox,6
465,2D,Singleplayer,6
466,Funny,Singleplayer,10
467,Funny,Adventure,6
468,Funny,OpenWorld,6
469,Funny,Sandbox,9
470,Funny,Indie,6
471,Sci-fi,Space,10
472,Sci-fi,Singleplayer,16
473,Sci-fi,StoryRich,10
474,Sci-fi,GreatSoundtrack,9
475,Sci-fi,Adventure,14
476,Sci-fi,Atmospheric,13
477,Sci-fi,OpenWorld,11
478,Sci-fi,Exploration,9
479,Sci-fi,RPG,7
480,Sci-fi,Sandbox,6
481,Space,Atmospheric,6
482,Space,Singleplayer,6
483,Singleplayer,Mature,6
484,Singleplayer,StoryRich,23
485,Singleplayer,Post-apocalyptic,6
486,Singleplayer,Violent,11
487,Singleplayer,GreatSoundtrack,36
488,Singleplayer,Adventure,43
489,Singleplayer,Gore,12
490,Singleplayer,Atmospheric,33
491,Singleplayer,Horror,12
492,Singleplayer,OpenWorld,38
493,Singleplayer,Sandbox,27
494,Singleplayer,CharacterCustomization,15
495,Singleplayer,ActionRPG,12
496,Singleplayer,Fantasy,13
497,Singleplayer,Exploration,19
498,Singleplayer,ReplayValue,10
499,Singleplayer,RPG,28
500,Singleplayer,Beautiful,6
501,Singleplayer,Historical,8
502,Singleplayer,MassivelyMultiplayer,8
503,Singleplayer,Indie,17
504,Singleplayer,DarkFantasy,7
505,Singleplayer,Building,12
506,Singleplayer,GrandStrategy,7
507,Singleplayer,Management,11
508,Singleplayer,Economy,6
509,Singleplayer,RTS,6
510,Singleplayer,BaseBuilding,8
511,Singleplayer,Crafting,10
512,Singleplayer,OpenWorldSurvivalCraft,9
513,Singleplayer,FamilyFriendly,6
514,Singleplayer,Controller,7
515,Singleplayer,Cute,6
516,Singleplayer,FemaleProtagonist,6
517,Mature,Atmospheric,6
518,StoryRich,Violent,6
519,StoryRich,GreatSoundtrack,19
520,StoryRich,Adventure,23
521,StoryRich,Gore,8
522,StoryRich,Atmospheric,21
523,StoryRich,Horror,6
524,StoryRich,CharacterCustomization,9
525,StoryRich,ActionRPG,10
526,StoryRich,OpenWorld,17
527,StoryRich,Exploration,12
528,StoryRich,RPG,17
529,StoryRich,Fantasy,10
530,StoryRich,FemaleProtagonist,6
531,Post-apocalyptic,Adventure,7
532,Post-apocalyptic,Atmospheric,7
533,Post-apocalyptic,Horror,6
534,Post-apocalyptic,OpenWorld,7
535,Violent,GreatSoundtrack,9
536,Violent,Adventure,9
537,Violent,Gore,9
538,Violent,Atmospheric,9
539,Violent,Horror,7
540,Violent,OpenWorld,6
541,Violent,RPG,7
542,GreatSoundtrack,Adventure,23
543,GreatSoundtrack,Gore,9
544,GreatSoundtrack,Atmospheric,24
545,GreatSoundtrack,Horror,6
546,GreatSoundtrack,OpenWorld,19
547,GreatSoundtrack,Sandbox,10
548,GreatSoundtrack,CharacterCustomization,7
549,GreatSoundtrack,ActionRPG,8
550,GreatSoundtrack,Fantasy,7
551,GreatSoundtrack,Exploration,10
552,GreatSoundtrack,ReplayValue,7
553,GreatSoundtrack,RPG,16
554,Adventure,Gore,9
555,Adventure,Atmospheric,31
556,Adventure,Horror,10
557,Adventure,OpenWorld,37
558,Adventure,Sandbox,18
559,Adventure,CharacterCustomization,12
560,Adventure,ActionRPG,10
561,Adventure,Fantasy,12
562,Adventure,MMORPG,6
563,Adventure,Exploration,21
564,Adventure,Souls-like,6
565,Adventure,RPG,26
566,Adventure,Nudity,6
567,Adventure,MassivelyMultiplayer,9
568,Adventure,Beautiful,6
569,Adventure,DarkFantasy,6
570,Adventure,Building,8
571,Adventure,Indie,12
572,Adventure,Crafting,10
573,Adventure,OpenWorldSurvivalCraft,10
574,Adventure,FemaleProtagonist,6
575,Gore,Atmospheric,12
576,Gore,Horror,10
577,Gore,OpenWorld,9
578,Gore,SurvivalHorror,7
579,Gore,Zombies,7
580,Atmospheric,Horror,14
581,Atmospheric,OpenWorld,29
582,Atmospheric,Sandbox,10
583,Atmospheric,CharacterCustomization,8
584,Atmospheric,ActionRPG,9
585,Atmospheric,Fantasy,8
586,Atmospheric,Exploration,19
587,Atmospheric,ReplayValue,7
588,Atmospheric,Souls-like,6
589,Atmospheric,RPG,15
590,Atmospheric,Beautiful,6
591,Atmospheric,SurvivalHorror,8
592,Atmospheric,Indie,7
593,Atmospheric,Zombies,7
594,Horror,SurvivalHorror,9
595,Horror,OpenWorld,8
596,Horror,Zombies,7
597,OpenWorld,Sandbox,23
598,OpenWorld,CharacterCustomization,8
599,OpenWorld,ActionRPG,10
600,OpenWorld,Fantasy,9
601,OpenWorld,Exploration,21
602,OpenWorld,RPG,21
603,OpenWorld,MassivelyMultiplayer,7
604,OpenWorld,Building,10
605,OpenWorld,BaseBuilding,6
606,OpenWorld,Indie,13
607,OpenWorld,Crafting,11
608,OpenWorld,OpenWorldSurvivalCraft,11
609,OpenWorld,Relaxing,6
610,OpenWorld,FamilyFriendly,6
611,OpenWorld,SurvivalHorror,6
612,Sandbox,RPG,10
613,Sandbox,Management,6
614,Sandbox,Building,12
615,Sandbox,Indie,13
616,Sandbox,Crafting,11
617,Sandbox,OpenWorldSurvivalCraft,10
618,Sandbox,Exploration,8
619,CharacterCustomization,ActionRPG,9
620,CharacterCustomization,Fantasy,9
621,CharacterCustomization,Exploration,7
622,CharacterCustomization,RPG,15
623,ActionRPG,Fantasy,6
624,ActionRPG,Exploration,7
625,ActionRPG,RPG,13
626,HackandSlash,RPG,6
627,Fantasy,Exploration,6
628,Fantasy,RPG,12
629,MMORPG,RPG,7
630,Exploration,RPG,14
631,Exploration,Indie,6
632,Exploration,Crafting,6
633,Exploration,OpenWorldSurvivalCraft,6
634,ReplayValue,RPG,6
635,RPG,MassivelyMultiplayer,7
636,RPG,DarkFantasy,6
637,RPG,Indie,6
638,RPG,Anime,6
639,FreetoPlay,MassivelyMultiplayer,7
640,Indie,Building,8
641,Indie,Crafting,9
642,Indie,OpenWorldSurvivalCraft,8
643,Building,Crafting,8
644,Building,OpenWorldSurvivalCraft,7
645,Management,Economy,7
646,SurvivalHorror,Zombies,6
647,Crafting,OpenWorldSurvivalCraft,10
