,Source1,Source2,Weight
77,First-Person,Atmospheric,17
78,First-Person,Singleplayer,23
79,First-Person,GreatSoundtrack,10
80,First-Person,Sandbox,16
81,First-Person,Funny,7
82,First-Person,Gore,7
83,First-Person,Horror,6
84,First-Person,Indie,11
85,First-Person,CharacterCustomization,6
86,First-Person,StoryRich,11
87,First-Person,RPG,7
88,First-Person,ActionRPG,6
89,First-Person,OpenWorldSurvivalCraft,7
90,First-Person,Building,6
91,First-Person,Crafting,8
92,First-Person,Exploration,7
93,Moddable,Co-op,8
94,Moddable,Strategy,12
95,Moddable,Multiplayer,15
96,Moddable,Action,7
97,Moddable,Management,10
98,Moddable,Singleplayer,16
99,Moddable,GreatSoundtrack,8
100,Moddable,Simulation,12
101,Moddable,Atmospheric,9
102,Moddable,OpenWorld,10
103,Moddable,Sandbox,9
104,Moddable,Economy,7
105,PvP,Team-Based,9
106,PvP,Shooter,10
107,PvP,Co-op,13
108,PvP,Strategy,8
109,PvP,Multiplayer,18
110,PvP,Difficult,7
111,PvP,Action,18
112,PvP,Tactical,6
113,PvP,OnlineCo-Op,12
114,PvP,ThirdPerson,6
115,PvP,Survival,6
116,PvP,MassivelyMultiplayer,6
117,PvP,OpenWorld,8
118,PvP,Adventure,8
119,PvP,Singleplayer,6
120,PvP,RPG,6
121,PvP,CharacterCustomization,6
122,Team-Based,Shooter,8
123,Team-Based,Co-op,12
124,Team-Based,Strategy,8
125,Team-Based,Multiplayer,13
126,Team-Based,Difficult,6
127,Team-Based,Action,13
128,Team-Based,Tactical,7
129,Team-Based,OnlineCo-Op,12
130,Shooter,Co-op,23
131,Shooter,War,7
132,Shooter,Military,8
133,Shooter,Strategy,7
134,Shooter,Multiplayer,28
135,Shooter,Difficult,8
136,Shooter,Action,29
137,Shooter,Tactical,9
138,Shooter,OnlineCo-Op,19
139,Shooter,Third-PersonShooter,13
140,Shooter,Stealth,7
141,Shooter,ThirdPerson,13
142,Shooter,Simulation,8
143,Shooter,Survival,11
144,Shooter,Sci-fi,8
145,Shooter,MassivelyMultiplayer,6
146,Shooter,Singleplayer,17
147,Shooter,FreetoPlay,6
148,Shooter,OpenWorld,17
149,Shooter,Adventure,16
150,Shooter,Atmospheric,13
151,Shooter,GreatSoundtrack,8
152,Shooter,Sandbox,9
153,Shooter,Funny,6
154,Shooter,Gore,8
155,Shooter,Violent,7
156,Shooter,StoryRich,9
157,Co-op,War,10
158,Co-op,Military,9
159,Co-op,Strategy,23
160,Co-op,Multiplayer,51
161,Co-op,Difficult,16
162,Co-op,Action,44
163,Co-op,Tactical,16
164,Co-op,OnlineCo-Op,31
165,Co-op,Singleplayer,37
166,Co-op,GreatSoundtrack,14
167,Co-op,GrandStrategy,6
168,Co-op,Simulation,18
169,Co-op,Building,8
170,Co-op,Historical,6
171,Co-op,Atmospheric,24
172,Co-op,Third-PersonShooter,10
173,Co-op,Stealth,7
174,Co-op,ThirdPerson,14
175,Co-op,Survival,16
176,Co-op,Sci-fi,8
177,Co-op,MassivelyMultiplayer,11
178,Co-op,RPG,17
179,Co-op,CharacterCustomization,9
180,Co-op,ActionRPG,8
181,Co-op,FreetoPlay,7
182,Co-op,ReplayValue,7
183,Co-op,OpenWorld,29
184,Co-op,Fantasy,10
185,Co-op,Adventure,25
186,Co-op,Exploration,7
187,Co-op,Violent,11
188,Co-op,RTS,6
189,Co-op,Sandbox,17
190,Co-op,Comedy,6
191,Co-op,Funny,11
192,Co-op,Indie,12
193,Co-op,Casual,6
194,Co-op,Gore,8
195,Co-op,Horror,6
196,Co-op,DarkFantasy,6
197,Co-op,StoryRich,9
198,Co-op,OpenWorldSurvivalCraft,7
199,Co-op,Crafting,9
200,War,Military,9
201,War,Strategy,10
202,War,Multiplayer,13
203,War,Action,12
204,War,Tactical,10
205,War,OnlineCo-Op,6
206,War,Singleplayer,9
207,War,GrandStrategy,6
208,War,Simulation,10
209,War,Historical,6
210,Military,Strategy,8
211,Military,Multiplayer,12
212,Military,Action,10
213,Military,Tactical,8
214,Military,OnlineCo-Op,6
215,Military,Singleplayer,7
216,Military,Simulation,9
217,Military,Sandbox,6
218,Strategy,Multiplayer,30
219,Strategy,Difficult,9
220,Strategy,Action,23
221,Strategy,Tactical,13
222,Strategy,OnlineCo-Op,15
223,Strategy,Management,14
224,Strategy,CityBuilder,11
225,Strategy,Singleplayer,29
226,Strategy,Turn-Based,6
227,Strategy,GreatSoundtrack,14
228,Strategy,GrandStrategy,9
229,Strategy,Simulation,24
230,Strategy,Building,11
231,Strategy,Historical,8
232,Strategy,Atmospheric,14
233,Strategy,Turn-BasedStrategy,6
234,Strategy,ThirdPerson,6
235,Strategy,Survival,9
236,Strategy,Fantasy,7
237,Strategy,RTS,9
238,Strategy,Sandbox,20
239,Strategy,ReplayValue,7
240,Strategy,RPG,8
241,Strategy,CharacterCustomization,6
242,Strategy,Real-TimewithPause,7
243,Strategy,FamilyFriendly,7
244,Strategy,ResourceManagement,6
245,Strategy,Casual,8
246,Strategy,Economy,9
247,Strategy,Funny,11
248,Strategy,OpenWorld,14
249,Strategy,Indie,7
250,Strategy,Adventure,10
251,Multiplayer,Difficult,19
252,Multiplayer,Action,58
253,Multiplayer,Tactical,17
254,Multiplayer,OnlineCo-Op,33
255,Multiplayer,Management,12
256,Multiplayer,CityBuilder,6
257,Multiplayer,Singleplayer,58
258,Multiplayer,Turn-Based,6
259,Multiplayer,GreatSoundtrack,26
260,Multiplayer,GrandStrategy,9
261,Multiplayer,Simulation,33
262,Multiplayer,Building,13
263,Multiplayer,Historical,10
264,Multiplayer,Atmospheric,34
265,Multiplayer,Third-PersonShooter,11
266,Multiplayer,Stealth,10
267,Multiplayer,ThirdPerson,22
268,Multiplayer,EarlyAccess,8
269,Multiplayer,Survival,23
270,Multiplayer,ReplayValue,11
271,Multiplayer,RPG,21
272,Multiplayer,CharacterCustomization,12
273,Multiplayer,OpenWorld,43
274,Multiplayer,ActionRPG,10
275,Multiplayer,Fantasy,11
276,Multiplayer,Adventure,38
277,Multiplayer,Exploration,16
278,Multiplayer,HackandSlash,6
279,Multiplayer,Sci-fi,13
280,Multiplayer,MassivelyMultiplayer,14
281,Multiplayer,Loot,6
282,Multiplayer,FreetoPlay,9
283,Multiplayer,Violent,16
284,Multiplayer,RTS,7
285,Multiplayer,Sandbox,29
286,Multiplayer,StoryRich,18
287,Multiplayer,Comedy,7
288,Multiplayer,Funny,14
289,Multiplayer,Gore,15
290,Multiplayer,Controller,8
291,Multiplayer,SurvivalHorror,6
292,Multiplayer,Horror,9
293,Multiplayer,LocalMultiplayer,6
294,Multiplayer,Indie,19
295,Multiplayer,Casual,16
296,Multiplayer,DarkFantasy,6
297,Multiplayer,Post-apocalyptic,7
298,Multiplayer,OpenWorldSurvivalCraft,10
299,Multiplayer,BaseBuilding,6
300,Multiplayer,Crafting,12
301,Multiplayer,FamilyFriendly,7
302,Multiplayer,Relaxing,7
303,Multiplayer,Economy,9
304,Difficult,Action,20
305,Difficult,Tactical,6
306,Difficult,OnlineCo-Op,13
307,Difficult,ThirdPerson,10
308,Difficult,Survival,8
309,Difficult,Souls-like,6
310,Difficult,Singleplayer,15
311,Difficult,RPG,9
312,Difficult,OpenWorld,8
313,Difficult,GreatSoundtrack,9
314,Difficult,Adventure,10
315,Difficult,Atmospheric,12
316,Difficult,Gore,7
317,Difficult,Violent,8
318,Difficult,Indie,6
319,Action,Tactical,15
320,Action,OnlineCo-Op,30
321,Action,Third-PersonShooter,13
322,Action,Stealth,11
323,Action,ThirdPerson,26
324,Action,EarlyAccess,8
325,Action,Simulation,19
326,Action,Survival,21
327,Action,Sci-fi,14
328,Action,MassivelyMultiplayer,13
329,Action,Singleplayer,54
330,Action,RPG,28
331,Action,CharacterCustomization,15
332,Action,PvE,6
333,Action,ActionRPG,16
334,Action,FreetoPlay,9
335,Action,HackandSlash,9
336,Action,ReplayValue,7
337,Action,Souls-like,7
338,Action,OpenWorld,41
339,Action,Fantasy,15
340,Action,GreatSoundtrack,26
341,Action,Adventure,44
342,Action,Exploration,15
343,Action,Atmospheric,33
344,Action,Violent,16
345,Action,RTS,6
346,Action,Sandbox,23
347,Action,Historical,8
348,Action,StoryRich,24
349,Action,Gore,17
350,Action,DarkFantasy,9
351,Action,Mature,8
352,Action,Comedy,7
353,Action,Funny,13
354,Action,FemaleProtagonist,8
355,Action,Anime,7
356,Action,Nudity,10
357,Action,SurvivalHorror,6
358,Action,Horror,10
359,Action,Indie,19
360,Action,Casual,10
361,Action,Post-apocalyptic,8
362,Action,OpenWorldSurvivalCraft,9
363,Action,Building,8
364,Action,Crafting,11
365,Tactical,OnlineCo-Op,10
366,Tactical,Singleplayer,10
367,Tactical,Simulation,8
368,Tactical,Atmospheric,7
369,Tactical,OpenWorld,7
370,OnlineCo-Op,Singleplayer,20
371,OnlineCo-Op,GreatSoundtrack,6
372,OnlineCo-Op,Simulation,12
373,OnlineCo-Op,Atmospheric,12
374,OnlineCo-Op,Third-PersonShooter,8
375,OnlineCo-Op,Stealth,7
376,OnlineCo-Op,ThirdPerson,9
377,OnlineCo-Op,Survival,15
378,OnlineCo-Op,MassivelyMultiplayer,7
379,OnlineCo-Op,RPG,10
380,OnlineCo-Op,CharacterCustomization,6
381,OnlineCo-Op,ActionRPG,6
382,OnlineCo-Op,FreetoPlay,6
383,OnlineCo-Op,Indie,9
384,OnlineCo-Op,Funny,7
385,OnlineCo-Op,Gore,8
386,OnlineCo-Op,Violent,7
387,OnlineCo-Op,Horror,6
388,OnlineCo-Op,Adventure,14
389,OnlineCo-Op,OpenWorld,16
390,OnlineCo-Op,Crafting,7
391,OnlineCo-Op,OpenWorldSurvivalCraft,6
392,OnlineCo-Op,Sandbox,9
393,Management,CityBuilder,10
394,Management,Singleplayer,16
395,Management,GreatSoundtrack,7
396,Management,Simulation,17
397,Management,Building,11
398,Management,Atmospheric,9
399,Management,Sandbox,12
400,Management,FamilyFriendly,8
401,Management,Relaxing,6
402,Management,OpenWorld,8
403,Management,Casual,8
404,Management,Economy,12
405,CityBuilder,Singleplayer,11
406,CityBuilder,GreatSoundtrack,7
407,CityBuilder,Simulation,10
408,CityBuilder,Building,10
409,CityBuilder,Sandbox,8
410,CityBuilder,Economy,6
411,Singleplayer,Turn-Based,6
412,Singleplayer,GreatSoundtrack,35
413,Singleplayer,GrandStrategy,9
414,Singleplayer,Simulation,32
415,Singleplayer,Building,18
416,Singleplayer,Historical,10
417,Singleplayer,Atmospheric,38
418,Singleplayer,Sci-fi,16
419,Singleplayer,Third-PersonShooter,10
420,Singleplayer,MassivelyMultiplayer,9
421,Singleplayer,ThirdPerson,23
422,Singleplayer,RPG,29
423,Singleplayer,CharacterCustomization,15
424,Singleplayer,ActionRPG,14
425,Singleplayer,Space,6
426,Singleplayer,HackandSlash,6
427,Singleplayer,ReplayValue,11
428,Singleplayer,Souls-like,7
429,Singleplayer,OpenWorld,45
430,Singleplayer,Fantasy,13
431,Singleplayer,Adventure,43
432,Singleplayer,Exploration,18
433,Singleplayer,Violent,16
434,Singleplayer,RTS,8
435,Singleplayer,Sandbox,36
436,Singleplayer,StoryRich,23
437,Singleplayer,Dark,6
438,Singleplayer,Stealth,7
439,Singleplayer,Gore,12
440,Singleplayer,DarkFantasy,9
441,Singleplayer,Mature,7
442,Singleplayer,Comedy,6
443,Singleplayer,Funny,16
444,Singleplayer,FemaleProtagonist,8
445,Singleplayer,ChoicesMatter,7
446,Singleplayer,Classic,6
447,Singleplayer,Anime,6
448,Singleplayer,Nudity,9
449,Singleplayer,Survival,21
450,Singleplayer,Horror,8
451,Singleplayer,LocalMultiplayer,6
452,Singleplayer,Indie,22
453,Singleplayer,Casual,16
454,Singleplayer,Post-apocalyptic,8
455,Singleplayer,EarlyAccess,8
456,Singleplayer,OpenWorldSurvivalCraft,9
457,Singleplayer,BaseBuilding,9
458,Singleplayer,Crafting,13
459,Singleplayer,Real-TimewithPause,7
460,Singleplayer,FamilyFriendly,9
461,Singleplayer,ResourceManagement,7
462,Singleplayer,Economy,11
463,Singleplayer,Relaxing,6
464,Singleplayer,2D,6
465,GreatSoundtrack,Simulation,13
466,GreatSoundtrack,Building,7
467,GreatSoundtrack,Atmospheric,21
468,GreatSoundtrack,ReplayValue,6
469,GreatSoundtrack,ThirdPerson,14
470,GreatSoundtrack,RPG,13
471,GreatSoundtrack,CharacterCustomization,8
472,GreatSoundtrack,OpenWorld,18
473,GreatSoundtrack,Fantasy,6
474,GreatSoundtrack,Adventure,17
475,GreatSoundtrack,Exploration,8
476,GreatSoundtrack,Violent,9
477,GreatSoundtrack,Sandbox,14
478,GreatSoundtrack,StoryRich,14
479,GreatSoundtrack,Funny,7
480,GreatSoundtrack,Nudity,6
481,GreatSoundtrack,Casual,9
482,GreatSoundtrack,Sci-fi,8
483,GreatSoundtrack,Survival,6
484,GrandStrategy,Simulation,7
485,GrandStrategy,Historical,6
486,GrandStrategy,Sandbox,6
487,Simulation,Building,16
488,Simulation,Historical,8
489,Simulation,Atmospheric,14
490,Simulation,ThirdPerson,6
491,Simulation,Survival,11
492,Simulation,RTS,6
493,Simulation,Sandbox,25
494,Simulation,ReplayValue,7
495,Simulation,Sci-fi,6
496,Simulation,Exploration,6
497,Simulation,Real-TimewithPause,7
498,Simulation,MassivelyMultiplayer,7
499,Simulation,FamilyFriendly,10
500,Simulation,Relaxing,8
501,Simulation,Indie,15
502,Simulation,OpenWorld,20
503,Simulation,Casual,13
504,Simulation,Economy,12
505,Simulation,Adventure,12
506,Simulation,Funny,9
507,Simulation,Crafting,7
508,Simulation,BaseBuilding,6
509,Building,Atmospheric,8
510,Building,Indie,11
511,Building,OpenWorld,12
512,Building,OpenWorldSurvivalCraft,7
513,Building,Sandbox,17
514,Building,BaseBuilding,7
515,Building,Adventure,9
516,Building,Survival,11
517,Building,Crafting,9
518,Building,Casual,7
519,Building,Economy,7
520,Historical,Sandbox,6
521,Atmospheric,Souls-like,7
522,Atmospheric,ThirdPerson,19
523,Atmospheric,RPG,17
524,Atmospheric,CharacterCustomization,8
525,Atmospheric,OpenWorld,34
526,Atmospheric,ActionRPG,9
527,Atmospheric,Fantasy,10
528,Atmospheric,Adventure,31
529,Atmospheric,Exploration,17
530,Atmospheric,Sci-fi,11
531,Atmospheric,Space,6
532,Atmospheric,StoryRich,19
533,Atmospheric,Dark,6
534,Atmospheric,Stealth,7
535,Atmospheric,Gore,10
536,Atmospheric,DarkFantasy,7
537,Atmospheric,Violent,11
538,Atmospheric,Third-PersonShooter,6
539,Atmospheric,Mature,6
540,Atmospheric,Sandbox,16
541,Atmospheric,Funny,6
542,Atmospheric,SurvivalHorror,6
543,Atmospheric,Survival,16
544,Atmospheric,Horror,8
545,Atmospheric,ChoicesMatter,6
546,Atmospheric,Indie,9
547,Atmospheric,Economy,7
548,Atmospheric,OpenWorldSurvivalCraft,6
549,Atmospheric,Crafting,6
550,Third-PersonShooter,ThirdPerson,10
551,Third-PersonShooter,OpenWorld,7
552,Third-PersonShooter,Sandbox,6
553,Third-PersonShooter,Adventure,6
554,Stealth,ThirdPerson,8
555,Stealth,Survival,8
556,Stealth,OpenWorld,10
557,Stealth,StoryRich,7
558,Stealth,Adventure,7
559,ThirdPerson,Survival,10
560,ThirdPerson,Sci-fi,6
561,ThirdPerson,RPG,13
562,ThirdPerson,CharacterCustomization,8
563,ThirdPerson,ActionRPG,8
564,ThirdPerson,HackandSlash,7
565,ThirdPerson,Souls-like,7
566,ThirdPerson,OpenWorld,18
567,ThirdPerson,Fantasy,6
568,ThirdPerson,Adventure,21
569,ThirdPerson,Exploration,9
570,ThirdPerson,Gore,10
571,ThirdPerson,Violent,9
572,ThirdPerson,StoryRich,14
573,ThirdPerson,Mature,6
574,ThirdPerson,Sandbox,8
575,ThirdPerson,FemaleProtagonist,6
576,EarlyAccess,Survival,7
577,EarlyAccess,Indie,7
578,EarlyAccess,OpenWorld,6
579,EarlyAccess,Sandbox,7
580,Survival,SurvivalHorror,6
581,Survival,Gore,7
582,Survival,Violent,7
583,Survival,StoryRich,7
584,Survival,Adventure,20
585,Survival,Horror,7
586,Survival,Indie,12
587,Survival,Sci-fi,7
588,Survival,RPG,8
589,Survival,OpenWorld,21
590,Survival,OpenWorldSurvivalCraft,11
591,Survival,Sandbox,16
592,Survival,BaseBuilding,7
593,Survival,Crafting,12
594,Survival,Post-apocalyptic,7
595,Survival,Exploration,10
596,Sci-fi,RPG,7
597,Sci-fi,Space,8
598,Sci-fi,OpenWorld,14
599,Sci-fi,Adventure,13
600,Sci-fi,StoryRich,7
601,Sci-fi,Exploration,8
602,Sci-fi,Sandbox,9
603,MassivelyMultiplayer,RPG,7
604,MassivelyMultiplayer,FreetoPlay,7
605,MassivelyMultiplayer,OpenWorld,8
606,MassivelyMultiplayer,Adventure,8
607,RPG,CharacterCustomization,16
608,RPG,ActionRPG,15
609,RPG,HackandSlash,6
610,RPG,ReplayValue,6
611,RPG,Souls-like,8
612,RPG,OpenWorld,23
613,RPG,Fantasy,13
614,RPG,Adventure,25
615,RPG,Exploration,12
616,RPG,StoryRich,15
617,RPG,DarkFantasy,8
618,RPG,Violent,7
619,RPG,FemaleProtagonist,6
620,RPG,Sandbox,8
621,RPG,Nudity,7
622,RPG,Post-apocalyptic,6
623,RPG,Indie,7
624,RPG,Crafting,7
625,CharacterCustomization,ActionRPG,10
626,CharacterCustomization,OpenWorld,11
627,CharacterCustomization,Fantasy,8
628,CharacterCustomization,Adventure,11
629,CharacterCustomization,Exploration,6
630,CharacterCustomization,StoryRich,9
631,ActionRPG,OpenWorld,12
632,ActionRPG,Fantasy,6
633,ActionRPG,Adventure,13
634,ActionRPG,Exploration,6
635,ActionRPG,StoryRich,10
636,HackandSlash,Adventure,6
637,ReplayValue,Sandbox,7
638,Souls-like,OpenWorld,6
639,Souls-like,Adventure,8
640,OpenWorld,Fantasy,10
641,OpenWorld,Adventure,38
642,OpenWorld,Exploration,19
643,OpenWorld,StoryRich,20
644,OpenWorld,Gore,12
645,OpenWorld,Violent,12
646,OpenWorld,Mature,6
647,OpenWorld,Sandbox,27
648,OpenWorld,Funny,8
649,OpenWorld,FemaleProtagonist,6
650,OpenWorld,ChoicesMatter,6
651,OpenWorld,Nudity,8
652,OpenWorld,Indie,15
653,OpenWorld,OpenWorldSurvivalCraft,11
654,OpenWorld,BaseBuilding,6
655,OpenWorld,Crafting,13
656,OpenWorld,Relaxing,6
657,OpenWorld,Casual,8
658,OpenWorld,Economy,6
659,OpenWorld,Post-apocalyptic,6
660,OpenWorld,Horror,6
661,Fantasy,Adventure,11
662,Fantasy,Exploration,6
663,Fantasy,StoryRich,9
664,Adventure,Exploration,20
665,Adventure,StoryRich,20
666,Adventure,Gore,10
667,Adventure,DarkFantasy,7
668,Adventure,Violent,12
669,Adventure,Mature,6
670,Adventure,Sandbox,20
671,Adventure,Funny,7
672,Adventure,FemaleProtagonist,8
673,Adventure,Nudity,8
674,Adventure,Horror,7
675,Adventure,Post-apocalyptic,8
676,Adventure,Indie,15
677,Adventure,OpenWorldSurvivalCraft,10
678,Adventure,BaseBuilding,6
679,Adventure,Crafting,13
680,Adventure,Casual,7
681,Exploration,StoryRich,10
682,Exploration,Sandbox,9
683,Exploration,Indie,6
684,Exploration,OpenWorldSurvivalCraft,6
685,Exploration,Crafting,7
686,Violent,Gore,11
687,Violent,StoryRich,7
688,Sandbox,Funny,12
689,Sandbox,Indie,16
690,Sandbox,OpenWorldSurvivalCraft,10
691,Sandbox,BaseBuilding,7
692,Sandbox,Crafting,12
693,Sandbox,Real-TimewithPause,6
694,Sandbox,FamilyFriendly,6
695,Sandbox,Casual,8
696,Sandbox,Economy,8
697,StoryRich,Gore,8
698,StoryRich,FemaleProtagonist,8
699,StoryRich,ChoicesMatter,6
700,StoryRich,Nudity,6
701,Gore,Horror,6
702,Comedy,Funny,7
703,Funny,Indie,7
704,Funny,Casual,7
705,Funny,FamilyFriendly,6
706,SurvivalHorror,Horror,7
707,Indie,Casual,8
708,Indie,OpenWorldSurvivalCraft,8
709,Indie,BaseBuilding,6
710,Indie,Crafting,11
711,Casual,FamilyFriendly,8
712,Casual,Relaxing,6
713,Casual,Economy,7
714,FamilyFriendly,Relaxing,6
715,FamilyFriendly,Economy,7
716,OpenWorldSurvivalCraft,Crafting,10
717,Relaxing,Economy,6
