,Source1,Source2,Weight,Tier
1427,Lies of P,Singleplayer,1,Bronze
1428,Lies of P,Exploration,1,Bronze
1429,Lies of P,RPG,1,Bronze
1430,Lies of P,3D,1,Bronze
1431,Lies of P,ThirdPerson,1,Bronze
1432,Lies of P,ActionRPG,1,Bronze
1433,Lies of P,StoryRich,1,Bronze
1434,Lies of P,Violent,1,Bronze
1435,Lies of P,Dark,1,Bronze
1436,Lies of P,Souls-like,1,Bronze
1437,Lies of P,ChoicesMatter,1,Bronze
1438,Lies of P,DarkFantasy,1,Bronze
1439,Hunt Showdown,FPS,1,Bronze
1440,Hunt Showdown,Action,1,Bronze
1441,Hunt Showdown,Shooter,1,Bronze
1442,Hunt Showdown,Co-op,1,Bronze
1443,Hunt Showdown,PvP,1,Bronze
1444,Hunt Showdown,OpenWorld,1,Bronze
1445,Hunt Showdown,Multiplayer,1,Bronze
1446,Hunt Showdown,Atmospheric,1,Bronze
1447,Hunt Showdown,OnlineCo-Op,1,Bronze
1448,Hunt Showdown,Tactical,1,Bronze
1449,Hunt Showdown,Team-Based,1,Bronze
1450,Hunt Showdown,Gore,1,Bronze
1451,Hunt Showdown,Horror,1,Bronze
1452,Hunt Showdown,Difficult,1,Bronze
1453,Hunt Showdown,SurvivalHorror,1,Bronze
1454,Hunt Showdown,Zombies,1,Bronze
