,Source1,Source2,Weight
77,Action,Atmospheric,36
78,Action,DarkFantasy,6
79,Action,RPG,23
80,Action,Modern,6
81,Action,Realistic,18
82,Action,War,14
83,Action,Mature,9
84,Action,StoryRich,17
85,Action,Military,11
86,Action,Gore,14
87,Action,Third-PersonShooter,9
88,Action,Strategy,16
89,Action,Simulation,19
90,Action,Competitive,9
91,Action,Moddable,6
92,Action,HackandSlash,8
93,Action,Adventure,41
94,Action,MassivelyMultiplayer,17
95,Action,Action-Adventure,6
96,Action,Zombies,6
97,Action,Combat,10
98,Action,Exploration,19
99,Action,Horror,13
100,Action,EarlyAccess,11
101,Action,Stealth,7
102,Action,MMORPG,6
103,Action,PvE,14
104,Action,LooterShooter,7
105,Action,Space,7
106,Action,Sandbox,19
107,Action,Beautiful,6
108,Action,Indie,13
109,Action,Building,9
110,Action,Crafting,11
111,Action,OpenWorldSurvivalCraft,9
112,Action,BaseBuilding,7
113,Shooter,Co-op,24
114,Shooter,Sci-fi,6
115,Shooter,PvP,14
116,Shooter,Survival,8
117,Shooter,First-Person,23
118,Shooter,FreetoPlay,7
119,Shooter,Multiplayer,27
120,Shooter,Loot,6
121,Shooter,Tactical,12
122,Shooter,Team-Based,11
123,Shooter,Singleplayer,15
124,Shooter,Realistic,11
125,Shooter,OnlineCo-Op,15
126,Shooter,War,11
127,Shooter,Military,10
128,Shooter,Violent,6
129,Shooter,Gore,8
130,Shooter,Third-PersonShooter,9
131,Shooter,ThirdPerson,7
132,Shooter,Atmospheric,14
133,Shooter,Strategy,6
134,Shooter,Competitive,6
135,Shooter,Simulation,10
136,Shooter,PvE,6
137,Shooter,Adventure,9
138,Shooter,OpenWorld,13
139,Shooter,LooterShooter,7
140,Shooter,MassivelyMultiplayer,8
141,Shooter,Combat,7
142,Shooter,Horror,6
143,Shooter,GreatSoundtrack,6
144,Shooter,Sandbox,6
145,Co-op,Sci-fi,9
146,Co-op,PvP,25
147,Co-op,Survival,19
148,Co-op,First-Person,29
149,Co-op,FreetoPlay,10
150,Co-op,Multiplayer,54
151,Co-op,Loot,7
152,Co-op,Tactical,14
153,Co-op,Team-Based,17
154,Co-op,Singleplayer,38
155,Co-op,ActionRPG,7
156,Co-op,OnlineCo-Op,38
157,Co-op,Fantasy,8
158,Co-op,Violent,8
159,Co-op,GreatSoundtrack,10
160,Co-op,OpenWorld,30
161,Co-op,3D,9
162,Co-op,Difficult,11
163,Co-op,ThirdPerson,18
164,Co-op,Atmospheric,22
165,Co-op,RPG,15
166,Co-op,Realistic,15
167,Co-op,War,10
168,Co-op,StoryRich,6
169,Co-op,Military,6
170,Co-op,Gore,9
171,Co-op,Third-PersonShooter,7
172,Co-op,eSports,8
173,Co-op,Strategy,14
174,Co-op,Simulation,20
175,Co-op,Competitive,10
176,Co-op,Zombies,6
177,Co-op,Adventure,24
178,Co-op,Exploration,12
179,Co-op,Horror,11
180,Co-op,EarlyAccess,11
181,Co-op,PvE,14
182,Co-op,LooterShooter,7
183,Co-op,MassivelyMultiplayer,10
184,Co-op,Sandbox,16
185,Co-op,Sports,7
186,Co-op,LocalMultiplayer,6
187,Co-op,LocalCo-Op,7
188,Co-op,ImmersiveSim,6
189,Co-op,Management,6
190,Co-op,Controller,6
191,Co-op,Building,9
192,Co-op,Indie,10
193,Co-op,BaseBuilding,8
194,Co-op,Crafting,11
195,Co-op,OpenWorldSurvivalCraft,9
196,Sci-fi,Survival,6
197,Sci-fi,First-Person,9
198,Sci-fi,Multiplayer,11
199,Sci-fi,Adventure,12
200,Sci-fi,OpenWorld,12
201,Sci-fi,Space,9
202,Sci-fi,Atmospheric,11
203,Sci-fi,Singleplayer,14
204,Sci-fi,StoryRich,8
205,Sci-fi,GreatSoundtrack,7
206,Sci-fi,Exploration,8
207,Sci-fi,RPG,6
208,Sci-fi,ThirdPerson,7
209,PvP,Survival,7
210,PvP,First-Person,16
211,PvP,FreetoPlay,11
212,PvP,Multiplayer,34
213,PvP,Tactical,10
214,PvP,Team-Based,14
215,PvP,Singleplayer,19
216,PvP,OnlineCo-Op,20
217,PvP,Fantasy,7
218,PvP,OpenWorld,17
219,PvP,Difficult,7
220,PvP,ThirdPerson,9
221,PvP,Atmospheric,14
222,PvP,RPG,7
223,PvP,eSports,8
224,PvP,Strategy,11
225,PvP,Simulation,14
226,PvP,PvE,10
227,PvP,Competitive,8
228,PvP,Realistic,12
229,PvP,War,9
230,PvP,Military,7
231,PvP,Adventure,15
232,PvP,MassivelyMultiplayer,13
233,PvP,Sports,6
234,Survival,First-Person,15
235,Survival,Multiplayer,20
236,Survival,Adventure,15
237,Survival,Gore,6
238,Survival,ThirdPerson,6
239,Survival,Singleplayer,14
240,Survival,OpenWorld,16
241,Survival,Exploration,10
242,Survival,Horror,8
243,Survival,OnlineCo-Op,12
244,Survival,Strategy,6
245,Survival,Simulation,10
246,Survival,EarlyAccess,11
247,Survival,Atmospheric,8
248,Survival,Building,10
249,Survival,Indie,12
250,Survival,Sandbox,14
251,Survival,Crafting,11
252,Survival,OpenWorldSurvivalCraft,10
253,Survival,BaseBuilding,8
254,First-Person,Multiplayer,35
255,First-Person,Tactical,11
256,First-Person,Team-Based,11
257,First-Person,Singleplayer,26
258,First-Person,Realistic,13
259,First-Person,OnlineCo-Op,19
260,First-Person,War,10
261,First-Person,Mature,7
262,First-Person,StoryRich,6
263,First-Person,Military,8
264,First-Person,Violent,8
265,First-Person,Gore,10
266,First-Person,ThirdPerson,10
267,First-Person,Atmospheric,21
268,First-Person,Moddable,6
269,First-Person,Strategy,11
270,First-Person,Competitive,6
271,First-Person,Combat,7
272,First-Person,Adventure,22
273,First-Person,OpenWorld,25
274,First-Person,Exploration,10
275,First-Person,Horror,11
276,First-Person,Simulation,16
277,First-Person,EarlyAccess,10
278,First-Person,MassivelyMultiplayer,8
279,First-Person,GreatSoundtrack,9
280,First-Person,RPG,6
281,First-Person,Sandbox,15
282,First-Person,Indie,10
283,First-Person,Crafting,8
284,First-Person,OpenWorldSurvivalCraft,7
285,FreetoPlay,Multiplayer,14
286,FreetoPlay,Team-Based,6
287,FreetoPlay,Singleplayer,6
288,FreetoPlay,Simulation,6
289,FreetoPlay,PvE,6
290,FreetoPlay,OnlineCo-Op,6
291,FreetoPlay,Adventure,6
292,FreetoPlay,ThirdPerson,7
293,FreetoPlay,MassivelyMultiplayer,7
294,Multiplayer,Loot,6
295,Multiplayer,Tactical,17
296,Multiplayer,Team-Based,18
297,Multiplayer,Singleplayer,56
298,Multiplayer,ActionRPG,8
299,Multiplayer,OnlineCo-Op,38
300,Multiplayer,Fantasy,11
301,Multiplayer,Violent,11
302,Multiplayer,GreatSoundtrack,19
303,Multiplayer,OpenWorld,44
304,Multiplayer,FamilyFriendly,9
305,Multiplayer,3D,11
306,Multiplayer,Difficult,11
307,Multiplayer,ThirdPerson,24
308,Multiplayer,Atmospheric,32
309,Multiplayer,RPG,19
310,Multiplayer,eSports,10
311,Multiplayer,Strategy,23
312,Multiplayer,Simulation,37
313,Multiplayer,PvE,13
314,Multiplayer,Realistic,26
315,Multiplayer,War,16
316,Multiplayer,Mature,7
317,Multiplayer,StoryRich,10
318,Multiplayer,Military,13
319,Multiplayer,Gore,12
320,Multiplayer,Third-PersonShooter,8
321,Multiplayer,Competitive,10
322,Multiplayer,Moddable,11
323,Multiplayer,Adventure,37
324,Multiplayer,MassivelyMultiplayer,16
325,Multiplayer,Combat,7
326,Multiplayer,Exploration,18
327,Multiplayer,Horror,9
328,Multiplayer,EarlyAccess,12
329,Multiplayer,MMORPG,7
330,Multiplayer,Space,6
331,Multiplayer,Sandbox,25
332,Multiplayer,AutomobileSim,6
333,Multiplayer,GrandStrategy,6
334,Multiplayer,Sports,9
335,Multiplayer,LocalMultiplayer,6
336,Multiplayer,LocalCo-Op,7
337,Multiplayer,ImmersiveSim,10
338,Multiplayer,Management,13
339,Multiplayer,Controller,10
340,Multiplayer,Building,12
341,Multiplayer,Historical,9
342,Multiplayer,Indie,14
343,Multiplayer,BaseBuilding,9
344,Multiplayer,Crafting,13
345,Multiplayer,OpenWorldSurvivalCraft,10
346,Multiplayer,Casual,7
347,Multiplayer,Relaxing,6
348,Multiplayer,Economy,6
349,Tactical,Team-Based,9
350,Tactical,Singleplayer,9
351,Tactical,Strategy,10
352,Tactical,Simulation,8
353,Tactical,Realistic,8
354,Tactical,OnlineCo-Op,10
355,Tactical,War,10
356,Tactical,Military,8
357,Tactical,Atmospheric,6
358,Team-Based,eSports,8
359,Team-Based,OnlineCo-Op,14
360,Team-Based,Strategy,9
361,Team-Based,Simulation,9
362,Team-Based,Competitive,7
363,Team-Based,Difficult,7
364,Team-Based,Realistic,9
365,Team-Based,War,7
366,Team-Based,Military,6
367,Team-Based,Singleplayer,6
368,Singleplayer,ActionRPG,12
369,Singleplayer,OnlineCo-Op,25
370,Singleplayer,Fantasy,15
371,Singleplayer,Violent,13
372,Singleplayer,GreatSoundtrack,25
373,Singleplayer,OpenWorld,44
374,Singleplayer,FamilyFriendly,8
375,Singleplayer,3D,11
376,Singleplayer,ThirdPerson,25
377,Singleplayer,Atmospheric,31
378,Singleplayer,DarkFantasy,6
379,Singleplayer,RPG,25
380,Singleplayer,2D,7
381,Singleplayer,eSports,6
382,Singleplayer,Strategy,18
383,Singleplayer,Simulation,30
384,Singleplayer,PvE,13
385,Singleplayer,Realistic,22
386,Singleplayer,War,11
387,Singleplayer,Mature,8
388,Singleplayer,StoryRich,16
389,Singleplayer,Military,8
390,Singleplayer,Gore,11
391,Singleplayer,Third-PersonShooter,6
392,Singleplayer,Combat,7
393,Singleplayer,Adventure,39
394,Singleplayer,Exploration,21
395,Singleplayer,Horror,8
396,Singleplayer,ImmersiveSim,7
397,Singleplayer,Moddable,11
398,Singleplayer,Sandbox,26
399,Singleplayer,HackandSlash,6
400,Singleplayer,Space,6
401,Singleplayer,MassivelyMultiplayer,9
402,Singleplayer,GrandStrategy,6
403,Singleplayer,Beautiful,7
404,Singleplayer,Sports,8
405,Singleplayer,LocalCo-Op,6
406,Singleplayer,Management,13
407,Singleplayer,Controller,10
408,Singleplayer,Building,15
409,Singleplayer,Historical,8
410,Singleplayer,EarlyAccess,12
411,Singleplayer,Indie,15
412,Singleplayer,Crafting,12
413,Singleplayer,OpenWorldSurvivalCraft,10
414,Singleplayer,BaseBuilding,10
415,Singleplayer,Cute,7
416,Singleplayer,Casual,6
417,ActionRPG,Fantasy,9
418,ActionRPG,GreatSoundtrack,6
419,ActionRPG,OpenWorld,10
420,ActionRPG,ThirdPerson,10
421,ActionRPG,Atmospheric,9
422,ActionRPG,RPG,13
423,ActionRPG,Adventure,9
424,ActionRPG,Exploration,6
425,ActionRPG,StoryRich,7
426,OnlineCo-Op,GreatSoundtrack,6
427,OnlineCo-Op,OpenWorld,19
428,OnlineCo-Op,3D,9
429,OnlineCo-Op,Difficult,10
430,OnlineCo-Op,ThirdPerson,13
431,OnlineCo-Op,Atmospheric,13
432,OnlineCo-Op,RPG,9
433,OnlineCo-Op,Realistic,14
434,OnlineCo-Op,War,7
435,OnlineCo-Op,Third-PersonShooter,6
436,OnlineCo-Op,eSports,7
437,OnlineCo-Op,Strategy,10
438,OnlineCo-Op,Simulation,17
439,OnlineCo-Op,Competitive,6
440,OnlineCo-Op,EarlyAccess,7
441,OnlineCo-Op,PvE,10
442,OnlineCo-Op,Horror,6
443,OnlineCo-Op,MassivelyMultiplayer,6
444,OnlineCo-Op,Adventure,14
445,OnlineCo-Op,Exploration,8
446,OnlineCo-Op,Sports,8
447,OnlineCo-Op,LocalMultiplayer,6
448,OnlineCo-Op,LocalCo-Op,6
449,OnlineCo-Op,ImmersiveSim,6
450,OnlineCo-Op,Management,6
451,OnlineCo-Op,Controller,7
452,OnlineCo-Op,Building,6
453,OnlineCo-Op,Indie,7
454,OnlineCo-Op,Sandbox,10
455,OnlineCo-Op,Crafting,7
456,Fantasy,OpenWorld,8
457,Fantasy,3D,6
458,Fantasy,ThirdPerson,10
459,Fantasy,Atmospheric,8
460,Fantasy,RPG,12
461,Fantasy,PvE,7
462,Fantasy,StoryRich,6
463,Fantasy,Adventure,10
464,Violent,GreatSoundtrack,6
465,Violent,OpenWorld,9
466,Violent,ThirdPerson,7
467,Violent,Atmospheric,9
468,Violent,RPG,8
469,Violent,Gore,10
470,Violent,Adventure,8
471,GreatSoundtrack,OpenWorld,19
472,GreatSoundtrack,ThirdPerson,13
473,GreatSoundtrack,Atmospheric,17
474,GreatSoundtrack,RPG,13
475,GreatSoundtrack,Strategy,6
476,GreatSoundtrack,Simulation,9
477,GreatSoundtrack,StoryRich,11
478,GreatSoundtrack,Adventure,16
479,GreatSoundtrack,Exploration,8
480,GreatSoundtrack,Moddable,6
481,GreatSoundtrack,Sandbox,8
482,OpenWorld,FamilyFriendly,7
483,OpenWorld,ThirdPerson,21
484,OpenWorld,Atmospheric,31
485,OpenWorld,RPG,20
486,OpenWorld,Post-apocalyptic,6
487,OpenWorld,Adventure,38
488,OpenWorld,Gore,8
489,OpenWorld,Exploration,21
490,OpenWorld,Horror,7
491,OpenWorld,MMORPG,6
492,OpenWorld,PvE,9
493,OpenWorld,Space,6
494,OpenWorld,MassivelyMultiplayer,11
495,OpenWorld,StoryRich,12
496,OpenWorld,ImmersiveSim,7
497,OpenWorld,Moddable,8
498,OpenWorld,Sandbox,24
499,OpenWorld,AutomobileSim,6
500,OpenWorld,Realistic,14
501,OpenWorld,Simulation,22
502,OpenWorld,Beautiful,7
503,OpenWorld,Building,12
504,OpenWorld,EarlyAccess,10
505,OpenWorld,Indie,13
506,OpenWorld,Crafting,13
507,OpenWorld,OpenWorldSurvivalCraft,11
508,OpenWorld,Strategy,9
509,OpenWorld,BaseBuilding,10
510,OpenWorld,Stealth,6
511,OpenWorld,Management,6
512,OpenWorld,Controller,6
513,OpenWorld,War,6
514,FamilyFriendly,Realistic,7
515,FamilyFriendly,Simulation,8
516,Difficult,ThirdPerson,7
517,Difficult,Atmospheric,6
518,Difficult,Strategy,6
519,ThirdPerson,Atmospheric,17
520,ThirdPerson,RPG,16
521,ThirdPerson,Realistic,9
522,ThirdPerson,Mature,6
523,ThirdPerson,StoryRich,11
524,ThirdPerson,Gore,6
525,ThirdPerson,Third-PersonShooter,7
526,ThirdPerson,HackandSlash,6
527,ThirdPerson,Adventure,22
528,ThirdPerson,MassivelyMultiplayer,6
529,ThirdPerson,Simulation,7
530,ThirdPerson,Stealth,7
531,ThirdPerson,PvE,7
532,ThirdPerson,Sandbox,8
533,ThirdPerson,Beautiful,6
534,ThirdPerson,Exploration,9
535,Atmospheric,RPG,13
536,Atmospheric,Realistic,10
537,Atmospheric,War,6
538,Atmospheric,Mature,6
539,Atmospheric,StoryRich,15
540,Atmospheric,Gore,11
541,Atmospheric,PvE,7
542,Atmospheric,Adventure,27
543,Atmospheric,Space,6
544,Atmospheric,MassivelyMultiplayer,7
545,Atmospheric,Combat,6
546,Atmospheric,Horror,10
547,Atmospheric,Strategy,6
548,Atmospheric,Stealth,6
549,Atmospheric,Exploration,19
550,Atmospheric,Moddable,6
551,Atmospheric,Sandbox,8
552,Atmospheric,Simulation,12
553,Atmospheric,Beautiful,6
554,Atmospheric,Indie,6
555,RPG,PvE,7
556,RPG,StoryRich,10
557,RPG,Adventure,20
558,RPG,Exploration,8
559,RPG,MassivelyMultiplayer,6
560,RPG,MMORPG,6
561,RPG,Sandbox,9
562,RPG,Crafting,6
563,eSports,Strategy,6
564,eSports,Simulation,7
565,eSports,Realistic,6
566,Strategy,Simulation,18
567,Strategy,Competitive,6
568,Strategy,Moddable,9
569,Strategy,Realistic,8
570,Strategy,War,11
571,Strategy,Military,8
572,Strategy,GrandStrategy,6
573,Strategy,Management,9
574,Strategy,Sandbox,11
575,Strategy,Building,7
576,Strategy,Historical,7
577,Strategy,BaseBuilding,6
578,Strategy,Adventure,6
579,Simulation,EarlyAccess,7
580,Simulation,Realistic,22
581,Simulation,Adventure,14
582,Simulation,Exploration,8
583,Simulation,Sports,9
584,Simulation,ImmersiveSim,10
585,Simulation,Management,14
586,Simulation,Controller,9
587,Simulation,War,9
588,Simulation,Military,8
589,Simulation,MassivelyMultiplayer,6
590,Simulation,Moddable,11
591,Simulation,Sandbox,20
592,Simulation,Building,11
593,Simulation,Historical,7
594,Simulation,Indie,10
595,Simulation,Crafting,7
596,Simulation,OpenWorldSurvivalCraft,6
597,Simulation,Casual,6
598,Simulation,Relaxing,6
599,Simulation,Economy,7
600,PvE,Adventure,8
601,PvE,MassivelyMultiplayer,7
602,PvE,Exploration,6
603,Realistic,War,9
604,Realistic,Military,8
605,Realistic,Moddable,6
606,Realistic,Adventure,11
607,Realistic,Sports,8
608,Realistic,ImmersiveSim,9
609,Realistic,Management,7
610,Realistic,Controller,10
611,Realistic,Sandbox,9
612,War,Military,11
613,War,Historical,8
614,StoryRich,Adventure,15
615,StoryRich,Exploration,6
616,Gore,Adventure,8
617,Gore,Horror,7
618,Moddable,Sandbox,9
619,Moddable,Management,9
620,Moddable,Economy,6
621,Adventure,MassivelyMultiplayer,11
622,Adventure,Exploration,21
623,Adventure,Horror,6
624,Adventure,MMORPG,6
625,Adventure,Sandbox,18
626,Adventure,Beautiful,7
627,Adventure,Building,11
628,Adventure,EarlyAccess,9
629,Adventure,Indie,12
630,Adventure,Crafting,12
631,Adventure,OpenWorldSurvivalCraft,11
632,Adventure,BaseBuilding,7
633,Adventure,Controller,6
634,Exploration,Horror,6
635,Exploration,Sandbox,8
636,Exploration,Indie,7
637,Exploration,Crafting,7
638,Exploration,OpenWorldSurvivalCraft,6
639,EarlyAccess,Indie,10
640,EarlyAccess,Building,7
641,EarlyAccess,Sandbox,10
642,EarlyAccess,Crafting,8
643,EarlyAccess,OpenWorldSurvivalCraft,8
644,EarlyAccess,BaseBuilding,6
645,ImmersiveSim,Controller,6
646,Sandbox,Management,7
647,Sandbox,Building,14
648,Sandbox,Indie,12
649,Sandbox,Crafting,13
650,Sandbox,OpenWorldSurvivalCraft,11
651,Sandbox,BaseBuilding,7
652,Sports,Controller,7
653,Management,Economy,7
654,Building,Indie,10
655,Building,Crafting,10
656,Building,OpenWorldSurvivalCraft,8
657,Building,BaseBuilding,7
658,Indie,Crafting,10
659,Indie,OpenWorldSurvivalCraft,9
660,Crafting,OpenWorldSurvivalCraft,11
661,Crafting,BaseBuilding,6
