,Source1,Source2,Weight,Tier
636,Phasmophobia,Perspective,1,Bronze
637,Phasmophobia,Player Mode,1,Bronze
638,Phasmophobia,Horror,1,Bronze
639,Phasmophobia,Early Access,1,Bronze
640,Phasmophobia,Strategy,1,Bronze
641,Phasmophobia,Dark,1,Bronze
642,Phasmophobia,3D,1,Bronze
643,Phasmophobia,Indie,1,Bronze
644,World of Warships,Co-op,1,Bronze
645,World of Warships,Action,1,Bronze
646,World of Warships,Player Interaction,1,Bronze
647,World of Warships,Multiplayer/Co-op,1,Bronze
648,World of Warships,Shooter,1,Bronze
649,World of Warships,Perspective,1,Bronze
650,World of Warships,Massively Multiplayer,1,Bronze
651,World of Warships,Simulation,1,Bronze
652,World of Warships,Strategy,1,Bronze
653,World of Warships,Realistic,1,Bronze
654,World of Warships,War,1,Bronze
655,World of Warships,Free to Play,1,Bronze
656,World of Warships,Historical,1,Bronze
657,World of Warships,Military,1,Bronze
658,The Elder Scrolls V Skyrim Special Edition,Adventure/Open World,1,Bronze
659,The Elder Scrolls V Skyrim Special Edition,Action,1,Bronze
660,The Elder Scrolls V Skyrim Special Edition,Visual Style,1,Bronze
661,The Elder Scrolls V Skyrim Special Edition,Perspective,1,Bronze
662,The Elder Scrolls V Skyrim Special Edition,Narrative/Story,1,Bronze
663,The Elder Scrolls V Skyrim Special Edition,RPG,1,Bronze
664,The Elder Scrolls V Skyrim Special Edition,Player Mode,1,Bronze
665,The Elder Scrolls V Skyrim Special Edition,Character Customization,1,Bronze
666,The Elder Scrolls V Skyrim Special Edition,Great Soundtrack,1,Bronze
667,The Elder Scrolls V Skyrim Special Edition,Fantasy,1,Bronze
668,The Elder Scrolls V Skyrim Special Edition,Moddable,1,Bronze
669,The Elder Scrolls V Skyrim Special Edition,Stealth,1,Bronze
670,MONSTER HUNTER RISE,Adventure/Open World,1,Bronze
671,MONSTER HUNTER RISE,Co-op,1,Bronze
672,MONSTER HUNTER RISE,Action,1,Bronze
673,MONSTER HUNTER RISE,Player Interaction,1,Bronze
674,MONSTER HUNTER RISE,Visual Style,1,Bronze
675,MONSTER HUNTER RISE,Multiplayer/Co-op,1,Bronze
676,MONSTER HUNTER RISE,Perspective,1,Bronze
677,MONSTER HUNTER RISE,RPG,1,Bronze
678,MONSTER HUNTER RISE,Player Mode,1,Bronze
679,MONSTER HUNTER RISE,Character Customization,1,Bronze
680,MONSTER HUNTER RISE,Fantasy,1,Bronze
681,MONSTER HUNTER RISE,3D,1,Bronze
682,Warhammer 40000 Darktide,FPS,1,Bronze
683,Warhammer 40000 Darktide,Co-op,1,Bronze
684,Warhammer 40000 Darktide,Action,1,Bronze
685,Warhammer 40000 Darktide,Player Interaction,1,Bronze
686,Warhammer 40000 Darktide,Visual Style,1,Bronze
687,Warhammer 40000 Darktide,Shooter,1,Bronze
688,Warhammer 40000 Darktide,Perspective,1,Bronze
689,Warhammer 40000 Darktide,Character Customization,1,Bronze
690,Warhammer 40000 Darktide,Horror,1,Bronze
691,Warhammer 40000 Darktide,Combat,1,Bronze
692,Warhammer 40000 Darktide,Zombies,1,Bronze
693,Warhammer 40000 Darktide,War,1,Bronze
694,Warhammer 40000 Darktide,Hack and Slash,1,Bronze
695,Fallout 76,Adventure/Open World,1,Bronze
696,Fallout 76,FPS,1,Bronze
697,Fallout 76,Co-op,1,Bronze
698,Fallout 76,Sci-fi,1,Bronze
699,Fallout 76,Visual Style,1,Bronze
700,Fallout 76,Multiplayer/Co-op,1,Bronze
701,Fallout 76,Shooter,1,Bronze
702,Fallout 76,RPG,1,Bronze
703,Fallout 76,Player Mode,1,Bronze
704,Fallout 76,Violent,1,Bronze
705,Fallout 76,Great Soundtrack,1,Bronze
706,Fallout 76,Survival,1,Bronze
707,Fallout 76,Crafting/Building,1,Bronze
708,Fallout 76,Horror,1,Bronze
709,Fallout 76,Early Access,1,Bronze
710,Fallout 76,Gore,1,Bronze
711,Persona 5 Royal,Adventure/Open World,1,Bronze
712,Persona 5 Royal,Visual Style,1,Bronze
713,Persona 5 Royal,Narrative/Story,1,Bronze
714,Persona 5 Royal,RPG,1,Bronze
715,Persona 5 Royal,Player Mode,1,Bronze
716,Persona 5 Royal,Violent,1,Bronze
717,Persona 5 Royal,Great Soundtrack,1,Bronze
718,Persona 5 Royal,Simulation,1,Bronze
719,Persona 5 Royal,Strategy,1,Bronze
720,Farming Simulator 22,Adventure/Open World,1,Bronze
721,Farming Simulator 22,Co-op,1,Bronze
722,Farming Simulator 22,Multiplayer/Co-op,1,Bronze
723,Farming Simulator 22,Perspective,1,Bronze
724,Farming Simulator 22,Immersive Sim,1,Bronze
725,Farming Simulator 22,Character Customization,1,Bronze
726,Farming Simulator 22,Simulation,1,Bronze
727,Farming Simulator 22,Crafting/Building,1,Bronze
728,Farming Simulator 22,Sandbox,1,Bronze
729,Farming Simulator 22,Moddable,1,Bronze
730,Farming Simulator 22,Family Friendly,1,Bronze
731,Farming Simulator 22,3D,1,Bronze
732,Farming Simulator 22,Management,1,Bronze
733,No Mans Sky,Adventure/Open World,1,Bronze
734,No Mans Sky,FPS,1,Bronze
735,No Mans Sky,Action,1,Bronze
736,No Mans Sky,Sci-fi,1,Bronze
737,No Mans Sky,Visual Style,1,Bronze
738,No Mans Sky,Multiplayer/Co-op,1,Bronze
739,No Mans Sky,Perspective,1,Bronze
740,No Mans Sky,Player Mode,1,Bronze
741,No Mans Sky,Survival,1,Bronze
742,No Mans Sky,Simulation,1,Bronze
743,No Mans Sky,Crafting/Building,1,Bronze
744,No Mans Sky,Sandbox,1,Bronze
745,No Mans Sky,Indie,1,Bronze
746,Sekiro Shadows Die Twice - GOTY Edition,Adventure/Open World,1,Bronze
747,Sekiro Shadows Die Twice - GOTY Edition,Action,1,Bronze
748,Sekiro Shadows Die Twice - GOTY Edition,Visual Style,1,Bronze
749,Sekiro Shadows Die Twice - GOTY Edition,Perspective,1,Bronze
750,Sekiro Shadows Die Twice - GOTY Edition,Narrative/Story,1,Bronze
751,Sekiro Shadows Die Twice - GOTY Edition,RPG,1,Bronze
752,Sekiro Shadows Die Twice - GOTY Edition,Player Mode,1,Bronze
753,Sekiro Shadows Die Twice - GOTY Edition,Violent,1,Bronze
754,Sekiro Shadows Die Twice - GOTY Edition,Great Soundtrack,1,Bronze
755,Sekiro Shadows Die Twice - GOTY Edition,Fantasy,1,Bronze
756,Sekiro Shadows Die Twice - GOTY Edition,Dark,1,Bronze
757,Sekiro Shadows Die Twice - GOTY Edition,Gore,1,Bronze
758,Sekiro Shadows Die Twice - GOTY Edition,Souls-like,1,Bronze
759,Sekiro Shadows Die Twice - GOTY Edition,Difficult,1,Bronze
760,Sekiro Shadows Die Twice - GOTY Edition,Stealth,1,Bronze
761,Sekiro Shadows Die Twice - GOTY Edition,Hack and Slash,1,Bronze
762,BeamNGdrive,Adventure/Open World,1,Bronze
763,BeamNGdrive,Action,1,Bronze
764,BeamNGdrive,Multiplayer/Co-op,1,Bronze
765,BeamNGdrive,Perspective,1,Bronze
766,BeamNGdrive,Player Mode,1,Bronze
767,BeamNGdrive,Simulation,1,Bronze
768,BeamNGdrive,Sandbox,1,Bronze
769,BeamNGdrive,Early Access,1,Bronze
770,BeamNGdrive,Moddable,1,Bronze
771,BeamNGdrive,Realistic,1,Bronze
772,BeamNGdrive,Funny,1,Bronze
773,Cities Skylines,Action,1,Bronze
774,Cities Skylines,Player Mode,1,Bronze
775,Cities Skylines,Great Soundtrack,1,Bronze
776,Cities Skylines,Simulation,1,Bronze
777,Cities Skylines,Crafting/Building,1,Bronze
778,Cities Skylines,Sandbox,1,Bronze
779,Cities Skylines,Strategy,1,Bronze
780,Cities Skylines,Moddable,1,Bronze
781,Cities Skylines,Realistic,1,Bronze
782,Cities Skylines,Family Friendly,1,Bronze
783,Cities Skylines,Funny,1,Bronze
784,Cities Skylines,Casual,1,Bronze
785,Cities Skylines,Management,1,Bronze
786,Cities Skylines,City Builder,1,Bronze
787,ARK Survival Evolved,Adventure/Open World,1,Bronze
788,ARK Survival Evolved,Co-op,1,Bronze
789,ARK Survival Evolved,Action,1,Bronze
790,ARK Survival Evolved,Sci-fi,1,Bronze
791,ARK Survival Evolved,Multiplayer/Co-op,1,Bronze
792,ARK Survival Evolved,Perspective,1,Bronze
793,ARK Survival Evolved,Massively Multiplayer,1,Bronze
794,ARK Survival Evolved,RPG,1,Bronze
795,ARK Survival Evolved,Player Mode,1,Bronze
796,ARK Survival Evolved,Survival,1,Bronze
797,ARK Survival Evolved,Crafting/Building,1,Bronze
798,ARK Survival Evolved,Sandbox,1,Bronze
799,ARK Survival Evolved,Early Access,1,Bronze
800,ARK Survival Evolved,Fantasy,1,Bronze
801,ARK Survival Evolved,Indie,1,Bronze
802,Dying Light 2 Stay Human Reloaded Edition,Adventure/Open World,1,Bronze
803,Dying Light 2 Stay Human Reloaded Edition,Co-op,1,Bronze
804,Dying Light 2 Stay Human Reloaded Edition,Action,1,Bronze
805,Dying Light 2 Stay Human Reloaded Edition,Sci-fi,1,Bronze
806,Dying Light 2 Stay Human Reloaded Edition,Multiplayer/Co-op,1,Bronze
807,Dying Light 2 Stay Human Reloaded Edition,Perspective,1,Bronze
808,Dying Light 2 Stay Human Reloaded Edition,Narrative/Story,1,Bronze
809,Dying Light 2 Stay Human Reloaded Edition,Player Mode,1,Bronze
810,Dying Light 2 Stay Human Reloaded Edition,Violent,1,Bronze
811,Dying Light 2 Stay Human Reloaded Edition,Survival,1,Bronze
812,Dying Light 2 Stay Human Reloaded Edition,Horror,1,Bronze
813,Dying Light 2 Stay Human Reloaded Edition,Combat,1,Bronze
814,Dying Light 2 Stay Human Reloaded Edition,Zombies,1,Bronze
815,Dying Light 2 Stay Human Reloaded Edition,Gore,1,Bronze
816,Dying Light 2 Stay Human Reloaded Edition,Parkour,1,Bronze
817,Borderlands 3,Adventure/Open World,1,Bronze
818,Borderlands 3,FPS,1,Bronze
819,Borderlands 3,Co-op,1,Bronze
820,Borderlands 3,Action,1,Bronze
821,Borderlands 3,Multiplayer/Co-op,1,Bronze
822,Borderlands 3,Shooter,1,Bronze
823,Borderlands 3,Perspective,1,Bronze
824,Borderlands 3,RPG,1,Bronze
825,Borderlands 3,Player Mode,1,Bronze
826,Borderlands 3,Violent,1,Bronze
827,Borderlands 3,Great Soundtrack,1,Bronze
828,Borderlands 3,Gore,1,Bronze
829,DayZ,Adventure/Open World,1,Bronze
830,DayZ,FPS,1,Bronze
831,DayZ,Co-op,1,Bronze
832,DayZ,Action,1,Bronze
833,DayZ,Player Interaction,1,Bronze
834,DayZ,Sci-fi,1,Bronze
835,DayZ,Visual Style,1,Bronze
836,DayZ,Multiplayer/Co-op,1,Bronze
837,DayZ,Shooter,1,Bronze
838,DayZ,Perspective,1,Bronze
839,DayZ,Massively Multiplayer,1,Bronze
840,DayZ,Survival,1,Bronze
841,DayZ,Simulation,1,Bronze
842,DayZ,Horror,1,Bronze
843,DayZ,Sandbox,1,Bronze
844,DayZ,Zombies,1,Bronze
845,Microsoft Flight Simulator 40th Anniversary Edition,Adventure/Open World,1,Bronze
846,Microsoft Flight Simulator 40th Anniversary Edition,Visual Style,1,Bronze
847,Microsoft Flight Simulator 40th Anniversary Edition,Multiplayer/Co-op,1,Bronze
848,Microsoft Flight Simulator 40th Anniversary Edition,Player Mode,1,Bronze
849,Microsoft Flight Simulator 40th Anniversary Edition,Simulation,1,Bronze
850,Microsoft Flight Simulator 40th Anniversary Edition,Horror,1,Bronze
851,Microsoft Flight Simulator 40th Anniversary Edition,Realistic,1,Bronze
852,Microsoft Flight Simulator 40th Anniversary Edition,Family Friendly,1,Bronze
853,Microsoft Flight Simulator 40th Anniversary Edition,Controller,1,Bronze
854,PAYDAY 3,FPS,1,Bronze
855,PAYDAY 3,Co-op,1,Bronze
856,PAYDAY 3,Action,1,Bronze
857,PAYDAY 3,Player Interaction,1,Bronze
858,PAYDAY 3,Multiplayer/Co-op,1,Bronze
859,PAYDAY 3,Shooter,1,Bronze
860,PAYDAY 3,Perspective,1,Bronze
861,PAYDAY 3,RPG,1,Bronze
862,PAYDAY 3,Combat,1,Bronze
863,PAYDAY 3,Strategy,1,Bronze
864,PAYDAY 3,Realistic,1,Bronze
865,PAYDAY 3,3D,1,Bronze
866,PAYDAY 3,Stealth,1,Bronze
867,DREDGE,Adventure/Open World,1,Bronze
868,DREDGE,Visual Style,1,Bronze
869,DREDGE,Narrative/Story,1,Bronze
870,DREDGE,RPG,1,Bronze
871,DREDGE,Player Mode,1,Bronze
872,DREDGE,Simulation,1,Bronze
873,DREDGE,Horror,1,Bronze
874,DREDGE,3D,1,Bronze
875,DREDGE,Indie,1,Bronze
876,Anno 1800,Adventure/Open World,1,Bronze
877,Anno 1800,Co-op,1,Bronze
878,Anno 1800,Multiplayer/Co-op,1,Bronze
879,Anno 1800,Narrative/Story,1,Bronze
880,Anno 1800,Player Mode,1,Bronze
881,Anno 1800,Simulation,1,Bronze
882,Anno 1800,Crafting/Building,1,Bronze
883,Anno 1800,Sandbox,1,Bronze
884,Anno 1800,Strategy,1,Bronze
885,Anno 1800,Management,1,Bronze
886,Anno 1800,Historical,1,Bronze
887,Anno 1800,RTS,1,Bronze
888,Anno 1800,City Builder,1,Bronze
889,Stardew Valley,Adventure/Open World,1,Bronze
890,Stardew Valley,Visual Style,1,Bronze
891,Stardew Valley,Multiplayer/Co-op,1,Bronze
892,Stardew Valley,RPG,1,Bronze
893,Stardew Valley,Player Mode,1,Bronze
894,Stardew Valley,Great Soundtrack,1,Bronze
895,Stardew Valley,Simulation,1,Bronze
896,Stardew Valley,Crafting/Building,1,Bronze
897,Stardew Valley,Sandbox,1,Bronze
898,Stardew Valley,Indie,1,Bronze
899,Stardew Valley,Casual,1,Bronze
900,Stardew Valley,Relaxing,1,Bronze
901,Stardew Valley,2D,1,Bronze
902,Deep Rock Galactic,Adventure/Open World,1,Bronze
903,Deep Rock Galactic,FPS,1,Bronze
904,Deep Rock Galactic,Co-op,1,Bronze
905,Deep Rock Galactic,Action,1,Bronze
906,Deep Rock Galactic,Player Interaction,1,Bronze
907,Deep Rock Galactic,Sci-fi,1,Bronze
908,Deep Rock Galactic,Visual Style,1,Bronze
909,Deep Rock Galactic,Shooter,1,Bronze
910,Deep Rock Galactic,Perspective,1,Bronze
911,Deep Rock Galactic,Survival,1,Bronze
912,Deep Rock Galactic,Horror,1,Bronze
913,Deep Rock Galactic,Combat,1,Bronze
914,Deep Rock Galactic,Dark,1,Bronze
915,Marvels Spider-Man Miles Morales,Adventure/Open World,1,Bronze
916,Marvels Spider-Man Miles Morales,Action,1,Bronze
917,Marvels Spider-Man Miles Morales,Sci-fi,1,Bronze
918,Marvels Spider-Man Miles Morales,Visual Style,1,Bronze
919,Marvels Spider-Man Miles Morales,Multiplayer/Co-op,1,Bronze
920,Marvels Spider-Man Miles Morales,Perspective,1,Bronze
921,Marvels Spider-Man Miles Morales,Narrative/Story,1,Bronze
922,Marvels Spider-Man Miles Morales,RPG,1,Bronze
923,Marvels Spider-Man Miles Morales,Player Mode,1,Bronze
924,Marvels Spider-Man Miles Morales,Mature,1,Bronze
925,Marvels Spider-Man Miles Morales,Great Soundtrack,1,Bronze
926,Marvels Spider-Man Miles Morales,Combat,1,Bronze
927,Marvels Spider-Man Miles Morales,Stealth,1,Bronze
928,Marvels Spider-Man Miles Morales,Parkour,1,Bronze
929,The Outlast Trials,Adventure/Open World,1,Bronze
930,The Outlast Trials,Co-op,1,Bronze
931,The Outlast Trials,Action,1,Bronze
932,The Outlast Trials,Player Interaction,1,Bronze
933,The Outlast Trials,Visual Style,1,Bronze
934,The Outlast Trials,Multiplayer/Co-op,1,Bronze
935,The Outlast Trials,Perspective,1,Bronze
936,The Outlast Trials,Character Customization,1,Bronze
937,The Outlast Trials,Survival,1,Bronze
938,The Outlast Trials,Horror,1,Bronze
939,The Outlast Trials,Realistic,1,Bronze
940,The Outlast Trials,Dark,1,Bronze
941,The Outlast Trials,Management,1,Bronze
942,The Outlast Trials,Stealth,1,Bronze
943,It Takes Two,Adventure/Open World,1,Bronze
944,It Takes Two,Co-op,1,Bronze
945,It Takes Two,Action,1,Bronze
946,It Takes Two,Visual Style,1,Bronze
947,It Takes Two,Multiplayer/Co-op,1,Bronze
948,It Takes Two,Narrative/Story,1,Bronze
949,It Takes Two,Player Mode,1,Bronze
950,The Last of Us Part I,Adventure/Open World,1,Bronze
951,The Last of Us Part I,Action,1,Bronze
952,The Last of Us Part I,Sci-fi,1,Bronze
953,The Last of Us Part I,Visual Style,1,Bronze
954,The Last of Us Part I,Shooter,1,Bronze
955,The Last of Us Part I,Perspective,1,Bronze
956,The Last of Us Part I,Narrative/Story,1,Bronze
957,The Last of Us Part I,Player Mode,1,Bronze
958,The Last of Us Part I,Survival,1,Bronze
959,The Last of Us Part I,Horror,1,Bronze
960,The Last of Us Part I,Zombies,1,Bronze
961,The Last of Us Part I,Cinematic,1,Bronze
962,Hearts of Iron IV,Adventure/Open World,1,Bronze
963,Hearts of Iron IV,Co-op,1,Bronze
964,Hearts of Iron IV,Action,1,Bronze
965,Hearts of Iron IV,Player Interaction,1,Bronze
966,Hearts of Iron IV,Multiplayer/Co-op,1,Bronze
967,Hearts of Iron IV,Player Mode,1,Bronze
968,Hearts of Iron IV,Simulation,1,Bronze
969,Hearts of Iron IV,Sandbox,1,Bronze
970,Hearts of Iron IV,Strategy,1,Bronze
971,Hearts of Iron IV,War,1,Bronze
972,Hearts of Iron IV,Historical,1,Bronze
973,Hearts of Iron IV,Military,1,Bronze
974,Hearts of Iron IV,RTS,1,Bronze
975,Terraria,Adventure/Open World,1,Bronze
976,Terraria,Co-op,1,Bronze
977,Terraria,Action,1,Bronze
978,Terraria,Visual Style,1,Bronze
979,Terraria,Multiplayer/Co-op,1,Bronze
980,Terraria,RPG,1,Bronze
981,Terraria,Player Mode,1,Bronze
982,Terraria,Survival,1,Bronze
983,Terraria,Crafting/Building,1,Bronze
984,Terraria,Sandbox,1,Bronze
985,Terraria,Indie,1,Bronze
986,Terraria,2D,1,Bronze
987,Ready or Not,FPS,1,Bronze
988,Ready or Not,Co-op,1,Bronze
989,Ready or Not,Action,1,Bronze
990,Ready or Not,Visual Style,1,Bronze
991,Ready or Not,Multiplayer/Co-op,1,Bronze
992,Ready or Not,Shooter,1,Bronze
993,Ready or Not,Perspective,1,Bronze
994,Ready or Not,Player Mode,1,Bronze
995,Ready or Not,Violent,1,Bronze
996,Ready or Not,Horror,1,Bronze
997,Ready or Not,Combat,1,Bronze
998,Ready or Not,Strategy,1,Bronze
999,Ready or Not,Realistic,1,Bronze
1000,Ready or Not,Gore,1,Bronze
1001,Crusader Kings III,Multiplayer/Co-op,1,Bronze
1002,Crusader Kings III,Narrative/Story,1,Bronze
1003,Crusader Kings III,RPG,1,Bronze
1004,Crusader Kings III,Player Mode,1,Bronze
1005,Crusader Kings III,Character Customization,1,Bronze
1006,Crusader Kings III,Simulation,1,Bronze
1007,Crusader Kings III,Crafting/Building,1,Bronze
1008,Crusader Kings III,Sandbox,1,Bronze
1009,Crusader Kings III,Strategy,1,Bronze
1010,Crusader Kings III,Moddable,1,Bronze
1011,Crusader Kings III,Management,1,Bronze
1012,Crusader Kings III,War,1,Bronze
1013,Crusader Kings III,Historical,1,Bronze
1014,Crusader Kings III,RTS,1,Bronze
1015,Marvels Spider-Man Remastered,Adventure/Open World,1,Bronze
1016,Marvels Spider-Man Remastered,Action,1,Bronze
1017,Marvels Spider-Man Remastered,Sci-fi,1,Bronze
1018,Marvels Spider-Man Remastered,Visual Style,1,Bronze
1019,Marvels Spider-Man Remastered,Multiplayer/Co-op,1,Bronze
1020,Marvels Spider-Man Remastered,Perspective,1,Bronze
1021,Marvels Spider-Man Remastered,Narrative/Story,1,Bronze
1022,Marvels Spider-Man Remastered,Player Mode,1,Bronze
1023,Marvels Spider-Man Remastered,Great Soundtrack,1,Bronze
1024,Marvels Spider-Man Remastered,Combat,1,Bronze
1025,Marvels Spider-Man Remastered,Funny,1,Bronze
1026,Marvels Spider-Man Remastered,Stealth,1,Bronze
1027,Marvels Spider-Man Remastered,Parkour,1,Bronze
1028,Marvels Spider-Man Remastered,Controller,1,Bronze
1029,American Truck Simulator,Adventure/Open World,1,Bronze
1030,American Truck Simulator,Visual Style,1,Bronze
1031,American Truck Simulator,Multiplayer/Co-op,1,Bronze
1032,American Truck Simulator,Player Mode,1,Bronze
1033,American Truck Simulator,Immersive Sim,1,Bronze
1034,American Truck Simulator,Simulation,1,Bronze
1035,American Truck Simulator,Crafting/Building,1,Bronze
1036,American Truck Simulator,Moddable,1,Bronze
1037,American Truck Simulator,Realistic,1,Bronze
1038,American Truck Simulator,Family Friendly,1,Bronze
1039,American Truck Simulator,Casual,1,Bronze
1040,American Truck Simulator,Relaxing,1,Bronze
1041,American Truck Simulator,Management,1,Bronze
1042,Atomic Heart,Adventure/Open World,1,Bronze
1043,Atomic Heart,FPS,1,Bronze
1044,Atomic Heart,Action,1,Bronze
1045,Atomic Heart,Sci-fi,1,Bronze
1046,Atomic Heart,Visual Style,1,Bronze
1047,Atomic Heart,Shooter,1,Bronze
1048,Atomic Heart,Perspective,1,Bronze
1049,Atomic Heart,RPG,1,Bronze
1050,Atomic Heart,Player Mode,1,Bronze
1051,Atomic Heart,Horror,1,Bronze
1052,Atomic Heart,Gore,1,Bronze
1053,Grounded,Adventure/Open World,1,Bronze
1054,Grounded,Co-op,1,Bronze
1055,Grounded,Action,1,Bronze
1056,Grounded,Multiplayer/Co-op,1,Bronze
1057,Grounded,Perspective,1,Bronze
1058,Grounded,RPG,1,Bronze
1059,Grounded,Player Mode,1,Bronze
1060,Grounded,Survival,1,Bronze
1061,Grounded,Crafting/Building,1,Bronze
1062,Grounded,Horror,1,Bronze
1063,Grounded,Sandbox,1,Bronze
1064,Grounded,Early Access,1,Bronze
1065,Grounded,Funny,1,Bronze
1066,Battlefield 2042,Adventure/Open World,1,Bronze
1067,Battlefield 2042,FPS,1,Bronze
1068,Battlefield 2042,Action,1,Bronze
1069,Battlefield 2042,Player Interaction,1,Bronze
1070,Battlefield 2042,Sci-fi,1,Bronze
1071,Battlefield 2042,Multiplayer/Co-op,1,Bronze
1072,Battlefield 2042,Shooter,1,Bronze
1073,Battlefield 2042,Perspective,1,Bronze
1074,Battlefield 2042,Player Mode,1,Bronze
1075,Battlefield 2042,Combat,1,Bronze
1076,Battlefield 2042,Casual,1,Bronze
1077,Battlefield 2042,War,1,Bronze
1078,Battlefield 2042,Military,1,Bronze
1079,Battlefield 2042,Cinematic,1,Bronze
1080,RimWorld,Adventure/Open World,1,Bronze
1081,RimWorld,Sci-fi,1,Bronze
1082,RimWorld,Player Mode,1,Bronze
1083,RimWorld,Survival,1,Bronze
1084,RimWorld,Simulation,1,Bronze
1085,RimWorld,Crafting/Building,1,Bronze
1086,RimWorld,Sandbox,1,Bronze
1087,RimWorld,Strategy,1,Bronze
1088,RimWorld,Moddable,1,Bronze
1089,RimWorld,Indie,1,Bronze
1090,RimWorld,Management,1,Bronze
1091,RimWorld,City Builder,1,Bronze
1092,RimWorld,2D,1,Bronze
1093,Age of Wonders 4,Adventure/Open World,1,Bronze
1094,Age of Wonders 4,Co-op,1,Bronze
1095,Age of Wonders 4,Multiplayer/Co-op,1,Bronze
1096,Age of Wonders 4,Narrative/Story,1,Bronze
1097,Age of Wonders 4,RPG,1,Bronze
1098,Age of Wonders 4,Player Mode,1,Bronze
1099,Age of Wonders 4,Character Customization,1,Bronze
1100,Age of Wonders 4,Fantasy,1,Bronze
1101,Age of Wonders 4,Combat,1,Bronze
1102,Age of Wonders 4,Strategy,1,Bronze
1103,Age of Wonders 4,Moddable,1,Bronze
1104,Wallpaper Engine,Action,1,Bronze
1105,Wallpaper Engine,Perspective,1,Bronze
1106,Wallpaper Engine,Player Mode,1,Bronze
1107,Wallpaper Engine,Mature,1,Bronze
1108,Wallpaper Engine,Horror,1,Bronze
1109,Wallpaper Engine,Sandbox,1,Bronze
1110,Wallpaper Engine,Early Access,1,Bronze
1111,Wallpaper Engine,Funny,1,Bronze
1112,Wallpaper Engine,Indie,1,Bronze
1113,Call of Duty Black Ops III,FPS,1,Bronze
1114,Call of Duty Black Ops III,Co-op,1,Bronze
1115,Call of Duty Black Ops III,Action,1,Bronze
1116,Call of Duty Black Ops III,Sci-fi,1,Bronze
1117,Call of Duty Black Ops III,Visual Style,1,Bronze
1118,Call of Duty Black Ops III,Multiplayer/Co-op,1,Bronze
1119,Call of Duty Black Ops III,Shooter,1,Bronze
1120,Call of Duty Black Ops III,Perspective,1,Bronze
1121,Call of Duty Black Ops III,Narrative/Story,1,Bronze
1122,Call of Duty Black Ops III,Player Mode,1,Bronze
1123,Call of Duty Black Ops III,Great Soundtrack,1,Bronze
1124,Call of Duty Black Ops III,Simulation,1,Bronze
1125,Call of Duty Black Ops III,Zombies,1,Bronze
1126,Call of Duty Black Ops III,Gore,1,Bronze
1127,Call of Duty Black Ops III,Parkour,1,Bronze
1128,Wo Long Fallen Dynasty,Adventure/Open World,1,Bronze
1129,Wo Long Fallen Dynasty,Co-op,1,Bronze
1130,Wo Long Fallen Dynasty,Action,1,Bronze
1131,Wo Long Fallen Dynasty,Visual Style,1,Bronze
1132,Wo Long Fallen Dynasty,Perspective,1,Bronze
1133,Wo Long Fallen Dynasty,RPG,1,Bronze
1134,Wo Long Fallen Dynasty,Player Mode,1,Bronze
1135,Wo Long Fallen Dynasty,Violent,1,Bronze
1136,Wo Long Fallen Dynasty,Character Customization,1,Bronze
1137,Wo Long Fallen Dynasty,Fantasy,1,Bronze
1138,Wo Long Fallen Dynasty,Gore,1,Bronze
1139,Wo Long Fallen Dynasty,Souls-like,1,Bronze
1140,Wo Long Fallen Dynasty,Difficult,1,Bronze
1141,Wo Long Fallen Dynasty,Historical,1,Bronze
1142,Wo Long Fallen Dynasty,Hack and Slash,1,Bronze
1143,Raft,Adventure/Open World,1,Bronze
1144,Raft,Co-op,1,Bronze
1145,Raft,Action,1,Bronze
1146,Raft,Multiplayer/Co-op,1,Bronze
1147,Raft,Perspective,1,Bronze
1148,Raft,Massively Multiplayer,1,Bronze
1149,Raft,Player Mode,1,Bronze
1150,Raft,Survival,1,Bronze
1151,Raft,Simulation,1,Bronze
1152,Raft,Crafting/Building,1,Bronze
1153,Raft,Sandbox,1,Bronze
1154,Raft,Early Access,1,Bronze
1155,Raft,Strategy,1,Bronze
1156,Raft,Indie,1,Bronze
1157,Age of Empires IV Anniversary Edition,Adventure/Open World,1,Bronze
1158,Age of Empires IV Anniversary Edition,Co-op,1,Bronze
1159,Age of Empires IV Anniversary Edition,Action,1,Bronze
1160,Age of Empires IV Anniversary Edition,Player Interaction,1,Bronze
1161,Age of Empires IV Anniversary Edition,Multiplayer/Co-op,1,Bronze
1162,Age of Empires IV Anniversary Edition,Player Mode,1,Bronze
1163,Age of Empires IV Anniversary Edition,Mature,1,Bronze
1164,Age of Empires IV Anniversary Edition,Crafting/Building,1,Bronze
1165,Age of Empires IV Anniversary Edition,Strategy,1,Bronze
1166,Age of Empires IV Anniversary Edition,3D,1,Bronze
1167,Age of Empires IV Anniversary Edition,Management,1,Bronze
1168,Age of Empires IV Anniversary Edition,War,1,Bronze
1169,Age of Empires IV Anniversary Edition,Historical,1,Bronze
1170,Age of Empires IV Anniversary Edition,RTS,1,Bronze
1171,Age of Empires IV Anniversary Edition,City Builder,1,Bronze
1172,DAVE THE DIVER,Adventure/Open World,1,Bronze
1173,DAVE THE DIVER,Action,1,Bronze
1174,DAVE THE DIVER,Visual Style,1,Bronze
1175,DAVE THE DIVER,Narrative/Story,1,Bronze
1176,DAVE THE DIVER,RPG,1,Bronze
1177,DAVE THE DIVER,Player Mode,1,Bronze
