,Source1,Source2,Weight,Tier
1178,DAVE THE DIVER,Simulation,1,Bronze
1179,DAVE THE DIVER,Crafting/Building,1,Bronze
1180,DAVE THE DIVER,Early Access,1,Bronze
1181,DAVE THE DIVER,Funny,1,Bronze
1182,DAVE THE DIVER,Casual,1,Bronze
1183,DAVE THE DIVER,Relaxing,1,Bronze
1184,DAVE THE DIVER,Management,1,Bronze
1185,DAVE THE DIVER,2D,1,Bronze
1186,Lies of P,Adventure/Open World,1,Bronze
1187,Lies of P,Action,1,Bronze
1188,Lies of P,Visual Style,1,Bronze
1189,Lies of P,Perspective,1,Bronze
1190,Lies of P,Narrative/Story,1,Bronze
1191,Lies of P,RPG,1,Bronze
1192,Lies of P,Player Mode,1,Bronze
1193,Lies of P,Violent,1,Bronze
1194,Lies of P,Fantasy,1,Bronze
1195,Lies of P,Dark,1,Bronze
1196,Lies of P,3D,1,Bronze
1197,Lies of P,Souls-like,1,Bronze
1198,Hunt Showdown,Adventure/Open World,1,Bronze
1199,Hunt Showdown,FPS,1,Bronze
1200,Hunt Showdown,Co-op,1,Bronze
1201,Hunt Showdown,Action,1,Bronze
1202,Hunt Showdown,Player Interaction,1,Bronze
1203,Hunt Showdown,Visual Style,1,Bronze
1204,Hunt Showdown,Multiplayer/Co-op,1,Bronze
1205,Hunt Showdown,Shooter,1,Bronze
1206,Hunt Showdown,Horror,1,Bronze
1207,Hunt Showdown,Strategy,1,Bronze
1208,Hunt Showdown,Zombies,1,Bronze
1209,Hunt Showdown,Gore,1,Bronze
1210,Hunt Showdown,Difficult,1,Bronze
